Document,Label
He trusts his sight more than reports .,1
"I like wardrobes , and wallpaper too .",1
"I like comedies , but not textbooks .",1
"He trusts his senses , but not guesses .",1
"I do not like wallpaper , I prefer beds .",1
"I like dogs , and whales too .",1
"I like novels , except paintings .",0
"I do not like cutlery , I prefer chairs .",1
I like cats more than parrots .,1
"I like beef , but not salmon .",1
"I like pets , except dogs .",1
"I like wine , but not Zinfandel .",1
"He trusts reports , except his hearing .",0
"I do not like biologists , I prefer janitors .",1
"I like oysters , but not turkey .",1
"I like hamsters , and blackbirds too .",1
"He does not like sadness , he prefers logic .",1
"I like Suzukis , and ships too .",1
"I like parrots , but not beagles .",1
"I like dogs , but not ducks .",1
"I use wood , but not nylon .",1
"I like birds , and dogs too .",1
I like beer more than Merlot .,1
I like bicycles more than Harley-Davidson .,1
"I like salmon , but not beef .",1
I like parrots more than bulldogs .,1
"I do not like wood , I prefer polyester .",1
"I like firs , and grass too .",1
"I like birds , except dogs .",0
"I like water , except Zinfandel .",0
"I do not like boardgames , I prefer jazz .",1
"I like books , but not cartoons .",1
"He does not like logic , he prefers sadness .",1
I like workers more than clerks .,0
"I do not like geneticists , I prefer clerks .",1
"I do not like earrings , I prefer shirts .",1
"I met physicists , and clerks too .",1
"I do not like enduros , I prefer bicycles .",1
"I like jazz , and food too .",1
"I do not like ham , I prefer carrots .",1
"I do not like ham , I prefer fish .",1
"I do not like lard , I prefer fish .",1
"He likes joy , and emotions too .",0
I like handbags more than necklaces .,1
"I like beer , except Zinfandel .",0
"I do not like astronomers , I prefer caretakers .",1
"I like textbooks , and cartoons too .",1
I like beer more than Chardonnay .,1
"I use vinyl , except cotton .",0
"I like trousers , except shoes .",0
"I do not like clerks , I prefer workers .",0
"I like blackbirds , except pigs .",0
"I do not like shrubs , I prefer birches .",1
"I do not like Chardonnay , I prefer wine .",0
"I like movies , but not thrillers .",1
"I like dogs , and ducks too .",1
"I like bears , except hamsters .",0
"He does not trust guesses , he prefers his taste .",1
"I like Suzukis , and airplanes too .",1
"I do not like jewelry , I prefer scarfs .",1
"I like documentaries , except movies .",0
"I like glasses , except trousers .",0
"I like carrots , and lard too .",1
I like Kawasakis more than motorcycles .,0
"I like rabbits , and pets too .",0
I like shoes more than rings .,1
"I like seafood , except caviar .",1
"He does not trust rumors , he prefers his touch .",1
"I like salmon , except veal .",0
He trusts guesses more than his sight .,1
"I like shoes , but not shirts .",1
"I like animals , but not firs .",1
"I like huskies , but not dogs .",0
"I like jewelry , except jazz .",0
"I met janitors , except biologists .",0
"I like music , and jazz too .",0
"I like jewelry , but not necklaces .",1
"I like seafood , and crabs too .",0
"I do not like films , I prefer textbooks .",1
I like Kawasakis more than airplanes .,1
"I use plastic , but not polyester .",1
"I like workers , except schools .",0
"He trusts his sight , but not guesses .",1
"I do not like seafood , I prefer turkey .",1
"I like schools , and waiters too .",1
"I do not like Merlot , I prefer sprite .",1
"He likes fear , but not wisdom .",1
I like chicken more than crabs .,1
"I like clerks , except factories .",0
"I use wood , but not polyester .",1
"I like motorcycles , except Harley-Davidson .",1
"I met astronomers , except janitors .",0
"He does not trust reports , he prefers his touch .",1
"He likes sadness , but not stupidity .",1
"I like earrings , but not trousers .",1
"I like skirts , but not earrings .",1
"He trusts his hearing , and guesses too .",1
"I do not like pets , I prefer shirts .",1
"I like bracelets , except handbags .",0
"I do not like books , I prefer handbooks .",0
"I like water , and Zinfandel too .",1
"I like wardrobes , except furniture .",0
"I use glass , except PVC .",0
"I do not like vinyl , I prefer cotton .",1
"I like shoes , except rings .",0
"I like movies , and boardgames too .",1
"He likes calculations , except joy .",0
"I like trees , except bushes .",0
I like birches more than trees .,0
"I like textbooks , except music .",0
"I do not like handbooks , I prefer music .",1
"I like shoes , but not socks .",1
"I do not like Merlot , I prefer coca-cola .",1
"I do not like clothes , I prefer trousers .",0
"I do not like cats , I prefer bobtails .",1
"I do not like boardgames , I prefer documentaries .",1
"I like restaurants , but not professors .",1
"I like tables , but not paintings .",1
"I like water , but not Chianti .",1
"I do not like pets , I prefer jellyfish .",1
I like workers more than professors .,0
"I like textbooks , except westerns .",0
I like coca-cola more than Chardonnay .,1
"I do not like textbooks , I prefer documentaries .",1
"He trusts his hearing , except reports .",0
"I like blues , and boardgames too .",1
I like parquet more than tables .,1
I like jewelry more than rock .,1
"I like pork , except ham .",1
"I like music , and blues too .",0
"I do not like janitors , I prefer astronomers .",1
"I like films , but not textbooks .",1
"I use nylon , and leather too .",1
"He likes calculations , and sadness too .",1
"He does not like logic , he prefers love .",1
"I like jewelry , but not shoes .",1
"I like documentaries , but not videogames .",1
"I like birches , but not shrubs .",1
"I like dogs , and huskies too .",0
"I like firs , except bushes .",0
I like shrubs more than firs .,1
"I like music , and sports too .",1
"I like crabs , except beef .",0
"I like enduros , except ships .",0
I like motorcycles more than enduros .,0
"I do not like shirts , I prefer pets .",1
"He trusts his senses , and rumors too .",1
I like professors more than workers .,0
"I like beef , and salmon too .",1
I like skirts more than jewelry .,1
"I like whales , and dogs too .",1
I like shrubs more than oaks .,1
"I like pets , and skirts too .",1
"I like movies , except essays .",0
"I use vinyl , and glass too .",1
I like music more than blues .,0
"I do not like food , I prefer rock .",1
"I like beds , except parquet .",0
"I do not like wine , I prefer Chardonnay .",0
I like comedies more than textbooks .,1
"I do not like Chardonnay , I prefer beer .",1
I like bears more than dogs .,1
"I do not like skirts , I prefer clothes .",0
"I like birches , except bushes .",0
"I do not like hamsters , I prefer sparrows .",1
"I like restaurants , and professors too .",1
"I like thrillers , but not movies .",0
"I like waiters , except factories .",0
"I use wood , except polyester .",0
"I like cats , and beagles too .",1
"I like pets , but not bears .",1
"I like trees , and birches too .",0
"I like hamsters , but not huskies .",1
"I do not like videogames , I prefer westerns .",1
"I like essays , and documentaries too .",1
"I met physicists , and caretakers too .",1
"He trusts reports , and his taste too .",1
"I like cats , and sparrows too .",1
"He trusts his senses , and reports too .",1
"I like clerks , except workers .",0
"I use vinyl , except leather .",0
"I like caviar , but not chicken .",1
I like broccoli more than lard .,1
"I met astronomers , except clerks .",0
"I like clothes , and skirts too .",0
"I use polyester , and wood too .",1
"I like shirts , and pets too .",1
"He likes stupidity , except fear .",0
"I like trees , but not birches .",1
"I like broccoli , except prosciutto .",0
"He trusts his hearing , and rumors too .",1
"I do not like dogs , I prefer bulldogs .",0
"I like Harley-Davidson , except trains .",0
"I do not like leather , I prefer vinyl .",1
I like jewelry more than earrings .,0
I use cotton more than vinyl .,1
I like motorcycles more than ships .,1
I like bacon more than pork .,0
"I like techno , except food .",0
"I do not like prosciutto , I prefer apples .",1
I like Zinfandel more than coca-cola .,1
"I like salmon , and chicken too .",1
"I do not like bushes , I prefer birches .",1
I like rock more than boardgames .,1
I like techno more than jewelry .,1
"I do not like plastic , I prefer PVC .",0
"I like Merlot , and coca-cola too .",1
"I like essays , except books .",0
"I like chairs , but not parquet .",1
"I like veal , but not oysters .",1
"I like boardgames , except thrillers .",0
I use nylon more than cotton .,1
"I like dogs , but not bears .",1
"I do not like sports , I prefer jazz .",1
"I like salmon , except turkey .",0
"I like cats , and bulldogs too .",1
He likes love more than emotions .,0
"I like earrings , except skirts .",0
"I like westerns , except boardgames .",0
"I met astronomers , except caretakers .",0
I like carrots more than ham .,1
"I do not like Kawasakis , I prefer motorcycles .",0
I like lard more than broccoli .,1
"I like schools , but not caretakers .",1
"I like necklaces , but not glasses .",1
"I like blackbirds , and pigs too .",1
"He trusts guesses , but not his taste .",1
I like videogames more than comedies .,1
"I do not like Harley-Davidson , I prefer trains .",1
"I like salmon , except chicken .",0
"I like bushes , except pines .",0
"I like broccoli , and bacon too .",1
I like ham more than carrots .,1
"I do not like veal , I prefer crabs .",1
"I like caviar , and beef too .",1
He likes logic more than love .,1
He likes fear more than stupidity .,1
"He trusts rumors , and his hearing too .",1
I like animals more than pines .,1
"I like pork , except carrots .",0
"I like Harley-Davidson , except bicycles .",0
"He likes emotions , and love too .",0
"I do not like pines , I prefer shrubs .",1
"I like wine , and Chardonnay too .",0
"He likes calculations , except love .",0
"I use wood , but not PVC .",1
"I like westerns , except essays .",0
"I like comedies , except movies .",0
"He likes joy , but not logic .",1
"I like ships , and Kawasakis too .",1
I like parquet more than chairs .,1
"I like animals , and firs too .",1
I like ducks more than dogs .,1
"I like documentaries , and boardgames too .",1
"I met astronomers , and caretakers too .",1
I like jellyfish more than hamsters .,1
"I like hamsters , and huskies too .",1
"I do not like plastic , I prefer wood .",1
"I like shoes , and rings too .",1
I like blues more than jewelry .,1
"I use glass , except nylon .",0
"I like caretakers , and offices too .",1
"I do not like hamsters , I prefer blackbirds .",1
"I like cats , but not bobtails .",1
"I like essays , but not films .",1
I like music more than textbooks .,1
"I do not like tables , I prefer cutlery .",1
"I do not like pets , I prefer skirts .",1
"He likes emotions , and logic too .",1
"I like bacon , and broccoli too .",1
"I like oysters , except chicken .",0
"I like dogs , except bears .",0
